,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
47,gp:AOqpTOGpRqhVaJW8aKw6HG7kX3fjrgvjggnSFUnLBPrlPDPBPp_u9dbVZWzdGV37gvyXS_QNNw_4HNLZu7i-4A,ANKIT PARURIYA,https://play-lh.googleusercontent.com/a-/AOh14GjizLCq0IoOtDyQvcaTDDwF1eYshWSbo67qA-HJ,"Can we fix the dark mode. It's very annoying how one of the biggest social media application have an unfixed major issue that's been hever for now a year or so. Please fix your dark mode, it goes white after scrolling or visiting links.",1,7,214.1.0.29.120,2021-11-27 18:35:54,,
48,gp:AOqpTOEr8KAFy7yMVfmsMUzVMHpFiEmFF8zpRtiDExYzcg6EchVksmLhwxqpP6XlNvjQvsq6DE6fgPOeasi_Cg,Alfa priyadarshinee,https://play-lh.googleusercontent.com/a-/AOh14Ghf5KlMxKVnBHe_zUfxScElO735m4HW8l0kjyjmzw,Loved it ... ♥️.. but when I am going to live with any other I can't read the messages 😭... And also the view on my video not increasing. That's why m giving one star less .. otherwise it's an awesome app,4,1,214.1.0.29.120,2021-12-01 09:21:46,,
49,gp:AOqpTOHl4vmEyvKJi9tfbJgJzb3YbasPJfSk_oylpRDnXEVW9f3Q7Cg3lJJwha-rzTljCC5cQuZVWyLw_R6ACw,Prabal Gupta,https://play-lh.googleusercontent.com/a/AATXAJy20fgqFtvrmIR9q1y98pudOJ_xTw3jWa1mSChx=mo,"Couldn't refresh feed. This is the message displayed in the app for last 4 days. The app is not working at all, wherever we click in the app, it only displays the message - couldn't refresh feed.",1,146,214.1.0.29.120,2021-11-25 11:00:19,,
50,gp:AOqpTOEtxVh45OkNa6VJ1OJzZfwfF27vSGLZqI1ePDb1LyYKbQJaVWke4y8ng8-raAnU4YSHSSoTr1Lc-5w0-w,IMRAN Khan,https://play-lh.googleusercontent.com/a-/AOh14GipwikIDBMUJW8qEDB_9Dw2qvw2Y7wRQMyiF34iLQ,"Hello Instagram , i am regular user of instagram and love to use instagram but without any reason i am getting this error again and again. Please fix it as soon as possible. Thank You ......",3,11,214.0.0.27.120,2021-11-20 01:57:45,,
51,gp:AOqpTOEwmwlb6AmEp7_ZLkncr2dWCG0Rb95MH0gZYdEyribIEpLKKAnJh0excLamTSwrhIjmaMy7hpTLc5I8dw,AAKANKSH RAUL,https://play-lh.googleusercontent.com/a-/AOh14Ggp1nN9o5M9k3v91iQEOHMZ-aGaNoj1TYVci-B7Gg,"My insta account isn't working for past many days. Only says loading, error loading or couldn't refresh. I updated the app yet it shiws the same measage!! At the same time my new art account is working okay, please get it done right!",1,15,213.0.0.29.120,2021-11-10 00:13:38,,
52,gp:AOqpTOEqLCpvZOHSxs-wgOcqCb5TFNNMzl7W4a6ySh_-sLpg_MWzEVtQMUJX37ODnWs7ZkMFTEbmRHzG0J5ThA,Vijay Dixit,https://play-lh.googleusercontent.com/a/AATXAJxnd-7xDL_TcmbZvAKkLGzMLnrPzmQUKxnSYYAz=mo,I have tried many times to login our I'd but these show refresh could not feed I am very upset about this problem I have tried many times I tried all ways many times I'm uninstall the instagram app and installed but no solution find.,1,1,214.1.0.29.120,2021-11-30 19:40:20,,
53,gp:AOqpTOE5pMo-Y6aCPsxl8eZedbBq-T8NfViO9voXmmx9rA_vXgLNti4OojfaEG4z_ueCmL9CBPbFaXFyTfQoKQ,Sonali Paul,https://play-lh.googleusercontent.com/a/AATXAJwYiisr_png_JgZmlmuSzXMAtneK0lN_itB9b-c=mo,"I gave it only one star because suddenly today my account got logged out. But I tried to fix it after reading the terms and condition the option was""next"" I clicked into the option but it's not working what's wrong with it disgusting!",1,58,214.1.0.29.120,2021-11-25 16:35:16,,
54,gp:AOqpTOFqOymoBksOdgkJtwPP93Dzh7w8vWFsMPdROntPXO9Rgi5FRJmpwarIm-7CUsabpl7I1IT95YcqT31w1g,Asha Astwal,https://play-lh.googleusercontent.com/a-/AOh14Ghz8teKF4rsgGqLQ1hfS8PJq9BrJUeuS4mAgD16,Instagram is not work properly in my android. It always showing cannot refresh feed. I delete this app and install again and again then it is not working properly. Please check your system and solve this problem,1,12,213.0.0.29.120,2021-11-11 22:26:32,,
55,gp:AOqpTOGtpY4Ch4txjMWfN5zi0oZM20-UrR7rfZVNEI_g0CiCHfZLPaZWlqo8IrJE1tIz3PV8P_zA0NbNDx71ag,Niyati Sharma,https://play-lh.googleusercontent.com/a/AATXAJxBGgUKFveoOWzc2hHr7qLqcF0ojcavCO4iI3KE=mo,This reel feature is getting on my nerves now. Can't hear the audio. Have to keep tapping ( the reel gets liked and then unliked). Sometimes I go to play store to just upgrade it. It's too irritating .,1,61,214.0.0.27.120,2021-11-18 10:19:37,,
56,gp:AOqpTOHMr12p14V07naZWknO2x66R79xJYT098q0rJMpA2ZM09cuoaa5Gpi78ceU3U0Lu345khquXsvnd56nXQ,Shafaath Mohammed,https://play-lh.googleusercontent.com/a-/AOh14GjCwqQ7tQBypdXGv0UU1-PIT6kZgUDnRYlq-fsFWA,"The dark theme is not well optimised and it dulls my experience . Everytime i open a link through instagram , the dark theme switches to light and i have to manually select dark again to fix the issue . It is a killjoy , why don't you make dark theme the default permanent theme and remove light from options",2,33,214.0.0.27.120,2021-11-22 23:59:19,,
57,gp:AOqpTOHG1YP-3z5PkUkwA5IqFWdu9PicfrdQ02yinSkMJ9m12oHtT56B2dtS-bhTuYQsFhqNZgtV1PFhPJdPjA,Nilam Suryawanshi,https://play-lh.googleusercontent.com/a-/AOh14Gg-OlijmmhTiWYkaiDvtgpuNXM_CQGeIyByJWmXuQ,Very bad n worst experience my feed is not at all loading. If I reload the feed I am not able to do. It's the request to look into this issue as soon as possible and resolve it.,1,24,213.0.0.29.120,2021-11-12 16:40:29,,
58,gp:AOqpTOHPDmAOOthE0DJzdEhFwIV8BpBQgA-JqbtdYhV4PpgVdyJrchbMwK-mHTvhybBjcAP5cuP_OMMKvSLC5A,Sanaya Singh,https://play-lh.googleusercontent.com/a-/AOh14Gg7Ud8VE9hN4rIYJ-YcES6y9Ml3dHX96wpD96bUDw,"Hii instagram, I am a regular user of instagram and as well as I love to use this app but form few days without any reason I am a getting this error again and again . please I request you fix this error as soon as possible. .................... Thanku ............",5,39,214.1.0.29.120,2021-12-02 19:23:12,,
59,gp:AOqpTOGOyeQiJFdhxO_1MKeF8WQyXni0XqpT1jBsNfnVYtq-MQRawQ8AFH2MKDfzDL6zYH7sby4wWoukPXCZQw,Ekagra Gupta,https://play-lh.googleusercontent.com/a/AATXAJyzjck-oGqgUyVw2RlwgLh7TrjXqKhYwwixZj--=mo,I can't reply to messages. Neither by swiping right nor by long pressing. Reply option doesn't pop up when I long press. I am getting frustrated from this bug. I have reported this problem...so solution yet. Worst customer service.,1,7,214.1.0.29.120,2021-11-26 23:37:31,,
60,gp:AOqpTOEbbnjX5fxn9FUVdaAB5Bzm82HtZFyNLSEJB3xtePGYGX5wNBdBkpAUx29xXDFsg-5VbeHeOHe7lbJeKA,Amey Bairolu,https://play-lh.googleusercontent.com/a-/AOh14GhQBJawZ8nPX4DSE9-iGr04kvVpcADCwoNaIW1QvWQ,"The app doesn't load explore on its own. Instead, to load more content, I have to click on the + button again and again. And my internet connection is great",1,13,213.0.0.29.120,2021-11-11 00:48:07,,
61,gp:AOqpTOFhYvj59bXgIjAR5G9TdAXv8YbfDT3FcOAktjuw1eB-zh1Hul6clZgqeqpr8unEw-h80gLDKewhQ5NQHw,Prathik M,https://play-lh.googleusercontent.com/a-/AOh14GiXzATbk3FdbVbgzr6pQr9XRUZo2kZFSyBvoKNDSg,Please stop coming up with changes. No one wants that. Your new updates are causing bugs and glitches in instagram. After changing the outlook of the story posting page I lost all my saved filters. So please stop changing things. Instagram is just fine the way it is. Thank you.,4,39,214.1.0.29.120,2021-11-23 17:36:06,,
62,gp:AOqpTOEvlDyhL-CLTDyfWkbzr3GNhiPYv4zoOR4Bbc_ZQgE9b4hrqzQkSdu212OsrN8NABZoF13kFU33AVosZA,Renu Gill,https://play-lh.googleusercontent.com/a-/AOh14GjAhFOVV1YeZIlJ69Fl8qCK5Q-jHsAOARM4JvUp4Q,"On business page, when creating reel, when i try to add song to video, it can't search anything. When i switch to personal page. It do everything well. Facing this problem for a long time. Pls. Help.",1,8,214.1.0.29.120,2021-11-30 17:46:45,,
63,gp:AOqpTOF9dpY8ZRMcMw1N-MddIsEAHkBHB1Mct-4OnwSR9cpAX0gPlNaihbOOsX66gnqMpiiTYBDnK17-mCe5DA,Pooja Bagdi,https://play-lh.googleusercontent.com/a-/AOh14GhO3r5wTXKbOSt9dVfdWc9HmjPArKFD24YxtQzI,I like this app very much. But its recent update is not good. There is no option to delete the history of Audio video calls.That's why I have given 1 star.Please add an option to delete history. otherwise this app is really cool.,1,47,214.0.0.27.120,2021-11-18 19:52:44,,
64,gp:AOqpTOHwb8UBNbTZjGPGwWVlgUneGtI0Lkk41xSS8eQ2J6JdDMUkQiisHjPFTLPm2nFxixF9nOh4wmIArfuCsQ,Meher Siddiqui,https://play-lh.googleusercontent.com/a-/AOh14GgvPELBnL0RGayAVIBEnb932Y2tBfXjDhdtfYjk_Q,This app is good but i am not getting the update for the messenger I am trying hard to find it but then also I am unsuccessful. I've sent feedback to insta as well but there is no response. I am quite disappointed by this app. I want that my problem should be resolved quickly,3,13,213.0.0.29.120,2021-11-13 13:28:47,,
65,gp:AOqpTOEXt6V29akc6D8H8Kg3Wt2vmDPUMYSWzPs_SGetM3LDopjUvaiXPa6U6NB6kUNynnFoQdmiuS28B8Wedg,SHINJINI DUTTA,https://play-lh.googleusercontent.com/a-/AOh14GjQjXQWVMQmAw92DkVsuhCvvjqO6hUYrl9dVJPFw8o,"Terrible performance... I tried uploading my reels and it's not posting and now I've not backups for my reels. This is not an issue but the effort I made into that reel was precious, some people try to start a carrer from this n this is such a highly reputed app. I'm very my disappointed. The bug basically occur during whenever I try to post more than 5-6 reels/posts at a time but it doesn't occur when I post it on my regular account and bot the professional one.",1,39,214.0.0.27.120,2021-11-20 07:59:05,,
66,gp:AOqpTOHahJ6Bze7FXoVhWtHgd0LyZ9iJW3nQvOegxGLxmTZWvm4B5b7-Z4qkyfu9AuuGBiDJtuvnLtDWiLzl3g,Aditya rai,https://play-lh.googleusercontent.com/a-/AOh14Gjci8rAt6U3hwGSV1FR-rmuiR-DBgEqpYAQCaOj,"All my Instagram updates have been deleted ,I can't react to messages and chat themes are also gone. Then I updated from Playstore but it is showing it's old version. Please fix this issue what is happening ....",4,2,214.0.0.27.120,2021-12-03 20:41:40,,
67,gp:AOqpTOF-BoKEDvZDHb5I10b9iAMoO7SWFUUeqvo6hgxAMbtBvORYU7mBBOEP8bD8Ux1x5mKy2m8qa1I1IXkHlA,Bhavya Sri Creations,https://play-lh.googleusercontent.com/a/AATXAJw2E_J0WcDOanJDzB1N4ZTOpgHotndbFUo22wgI=mo,"I don't like this app can't login my old account , 1st ask 6digit code , and next 8dgit code , 8 digit codes was doesn't send to my number or email , 2days still I trouble this problem , plz recover or send all verification codes , otherwise remove this app , some one hack my account then starts the trouble on account , we recover the hack , but not get my account back , y becoz 8digit recovery code didn't get my number ,plz recover my account and send all verification codes",1,1,214.1.0.29.120,2021-12-03 17:15:24,,
68,gp:AOqpTOE0EDdo-HrbPodhHTuKiXQL73daa0WaZ5wR8U2jXZtxuQBmhXTeUYedxwEZkhu0fIL_gkWT5QZ0k24y-g,Vinisha,https://play-lh.googleusercontent.com/a-/AOh14GgW4UNY8HofsFcuo6Ri5IGQIMq_x_MJc-xGV9HJsDQ,I couldn't able to refresh the feed and explore page. Server is too low. And I am finding the same post and reels for more than 15days. I don't know what happened to the server and I couldn't report my problem,1,16,214.1.0.29.120,2021-11-26 22:26:19,,
69,gp:AOqpTOFIgSVVUsZeCjNkWLVJh6U9DowyGdSlRUskDdslrOjF6E4tZ78kOYWKnkU98u3cF165KIeCvznG2Hw98Q,Rinki Jain,https://play-lh.googleusercontent.com/a/AATXAJwCum3uoByEJYagu5A7aLNUg_49pJqxWQVoEzmS=mo,"I am facing ""Could Not Refresh the feed"" problem. I am trying to change the password but forget the old password. Now choosing the forget password Instagram sending the login link but by this still unable to login in the Instagram. Please resolve the issue.",4,20,214.1.0.29.120,2021-11-28 20:55:53,,
70,gp:AOqpTOHTw5_sqKZ3iYr8rNu66DObSHXqEK5vCBiV4niVYCgjAP4ZCe0n29VnDkvM41xQIJ6kYpPxnGDMBc-aeQ,Parth Garg,https://play-lh.googleusercontent.com/a-/AOh14GhtaRbQi3CozY9Xn-1Sm8O6AlRZEjBS18nCD7Ev,"The app is good but I can see some glitches like reels button then sometimes storry not get off after 1 day also sometime you unable to tag someone , there is a another glitch that you unable to set timer please Instagram Dix these glitches . These are some glitches so please fix them .",2,10,214.1.0.29.120,2021-11-24 21:15:57,,
71,gp:AOqpTOGABkcEBhn6mnLgfv4ptrSoPvAVarjOHvl3_8TsMkwv7HeCZx3C2Dffl5XQIfStUUft8HWGjjyAx9sToA,Aarav Tomar,https://play-lh.googleusercontent.com/a/AATXAJz2fQlqiCXWgjRJLnHwmTQfxOyD461dauXgXeG5=mo,I think this is only and the best way to stay connected with people. So this is so helpful for many people. and I think it could be the most sexiest application on Play Store.And I have to say one thing also that please download it is a very entertaining application,5,2,214.1.0.29.120,2021-12-05 21:42:39,,
72,gp:AOqpTOFfW2bwXKpZ9inzB-xkaU89zIBfahEIhWtLR_KRB69HsowjZRvgUIhOxg1x-Ea868WQFePX0LFNRcF8xg,Vikram Singh,https://play-lh.googleusercontent.com/a/AATXAJxAoTwERIkHNcPVAKmH4_5ILZQlfcCR-cDi_QSf=mo,More than 6 day I can't used my Instagram profile . Suddenly the page is loading continuously and still loading .it is my humble request to developer try to fix this problem soon . Hope I will get good feedback and I will use my account again,5,51,214.0.0.27.120,2021-11-18 14:05:04,,
73,gp:AOqpTOEO4MyEJjb12wOmjm0mbcCUbxAbu_34YSoiQSoTGIWp9H63hiGLbCWTqzgJelR9mwWn-Ro1TMib9SxTVg,Ashwin gupta,https://play-lh.googleusercontent.com/a-/AOh14GjKOYvvmesCEno_iLT9eFyXruj6BMmGxOUjsV9BKg,"Getting this message from last 1 week... ""Couldn't refresh feeds"" what I need to do? Restart, refresh, re-install, signout signing all methods tried. Please resolve the issue.",1,10,214.0.0.27.120,2021-11-19 20:37:19,,
74,gp:AOqpTOGie1C5GBSkNTRibcG-reh3y2yYhjYp5PckrF7tbBZjBX24YGLLnO7AHJY0uGceTTP0q_0yuPB2tG0slA,durga prasad,https://play-lh.googleusercontent.com/a-/AOh14GirkaKw-KaS7NPwr7bORPrcZsvrYLYuebgvR6rc,"It was good and I liked using the app but 2 days ago my Instagram stopped loading my feed, stories and Dms. I tired restating my phone and deleting/downloding the app 4 times.No matter what happened because I can see it's happened to other people, it d just be nice if it was fixed !",2,43,213.0.0.29.120,2021-11-09 16:59:05,,
75,gp:AOqpTOG_sDDM7Lp6kMHVrtGI2nrGP64zV3aPJFarU1-nruaQwbEtYUMI5KVgk16nIQpmpq3LiLTVcgzhqgIg0g,Sudarsan K.V.,https://play-lh.googleusercontent.com/a-/AOh14GhvK_m8UvPv7lArRianAoPdllhxhN-HyFtUP7Q-0g,Overall it's the most entertaining apps comparing to other meta company apps. But there are some bugs in Instagram. Sometimes the dark mode turns to light mode automatically when we close stories column and come back to home page.,3,37,213.0.0.29.120,2021-11-10 09:32:46,,
76,gp:AOqpTOGB0t3lTkwKvJU6KM6K2EVV01KBNbD2fhka1q2iw_XBsx9pjhxF3EVqfENxou_vh35de4Ej3ltY1CRn5A,Nami Swaminathan,https://play-lh.googleusercontent.com/a-/AOh14GgIXhPUmn6Y6i9P89eC6GyL0HCGgv1c8eJfZb-AEA,Please fix it problem. I can't able to delete the location from my post. Its not removing the location. I tried it many times. I even reinstalled it again to fix it.,1,20,213.0.0.29.120,2021-11-09 11:21:23,,
77,gp:AOqpTOGv8Pbvyi-5a_omL8YKdIG408SPsZce6KqFuskBUHzR2P-5_-_Bbr9cxNbLAxv7qX8cUu60pV1EYXDtgw,Raman malhi,https://play-lh.googleusercontent.com/a-/AOh14GhAbq9HYGMKLWOR4e9TbU858jA2yK2twvlbV15d,Something is wrong with instagram app unable to login my account always show me you have some error please wait for a few mintue after this notification when i wait for 2 hour it show me again this problem. I am not happy with this app because i faced this problem last two month.,1,20,214.0.0.27.120,2021-11-19 20:49:42,,
78,gp:AOqpTOHyUDWVvn-Z5VRcTfldkeyzJMdd45haxFkIEpHeBG2XcEQVEeNqBXfw9VNrVmmdiPq_5Jp8DT8klXW9mQ,Satadal Mitra,https://play-lh.googleusercontent.com/a-/AOh14GihUWJH2rweB7hRyElRcNOwDraXQPfjtgOg0NPt,I gave two star because in this app have no customer care services. Any issue we do not complain about anything. It is very big problem please fixed it. Many acount are haked for your bad sicurity. Please fixed it immediately.,2,3,214.1.0.29.120,2021-12-03 14:23:57,,
79,gp:AOqpTOH7sXiMTDf15wq7ENhLHqKHf_ezHHc2IwwmQiz0nn0IY9xaLz9Y_ohasKCoeoPcDBpa_vKc54dNHEgb-A,Yash Sharma,https://play-lh.googleusercontent.com/a-/AOh14GjdR9TauL7Wo5J8mXL1MxBwu2f--FNz0Sz6RYUZTSc,"Takes too much time to reload or load content every time I access the app. This is very frustrating and spoils the experience. I'm pretty sure this is not a phone issue, as I have a flagship phone.",2,18,213.0.0.29.120,2021-11-12 14:47:04,,
80,gp:AOqpTOGjZHMmZVFe7xCPkGEJBKlbUCa5PgecTJOKl6X_fHNmbTVLPrsKEdmLyAeLgb8MeCz-uC9pfgDKQzf3Dw,HRISHITA ASHAR,https://play-lh.googleusercontent.com/a/AATXAJzELQOwXhDyXsjMEE3qHbig9WovNY2Kx1Yfq9EHjQ=mo,Not given 5 star as my problem is with story.... I only get to put 15 seconds story on my story it's showing me couldn't upload if I put more than 15 seconds story and it's happening since 3 months even after updating the app and reporting bugs.I am not getting desired results and not even a reply .,4,2,214.1.0.29.120,2021-11-30 12:47:12,,
81,gp:AOqpTOEU7M9EMXANoLTt8Uml0h911ZGaFS1EF7E7DpBBBuOI4ooSgFyyE7XDXZtQJbRofAPZ6aW96-nhFLx3SQ,Mr.Dhanush,https://play-lh.googleusercontent.com/a-/AOh14GjK_U48EIOKXrb9xY695zN2ugQ40cBW64MqHCHpdnc,"""CONSIDER THIS ISSUE"" ,After the latest update there is lag while zooming when making a reel, I've checked in many other devices and I saw the same issue, I'm using the top end OnePlus 9pro even though I'm facing the same laging issue while zooming , instagram should fix this.",1,33,214.1.0.29.120,2021-11-28 11:08:12,,
82,gp:AOqpTOGpmdEutnhkxFfsPenW3x1yvLTvj5kH9HOdhxNq3nwbmrYjbk26IEpFkHEO31CAzZ4FUiqqs81oFNxMBA,Aditi Bera,https://play-lh.googleusercontent.com/a-/AOh14Gjv2iIfdMcW6UQwqdeo_lYrWF1NiNQglAZN0uuQ9w,I don't know why the reel option isn't working. I updated multiple times but upto no avail. Will be highly obliged if the matter is looked into so that it gets back to normal. Thank you!,4,14,214.1.0.29.120,2021-11-28 07:28:40,,
83,gp:AOqpTOEzxQYHFHgolRYg6vbV5vt8UZEZ96XG68-8UPNnh2LwfwIDIb_LZ7yvH4L82i40Z5cqqXdImGye2Wbz3A,Asmi Bhat,https://play-lh.googleusercontent.com/a-/AOh14GgXh31zIBGIobROxDZG7HPSF-xrIGjY3ZWJFU3Z,With the most recent update of today I am unable to use my saved filters. There are only 20 most recent saved filters that are showing but I can't see the ones before that.And its happening with all of my accounts I sent a mail via feedback/help on the previous update for the same but got no resposne.,1,91,214.0.0.27.120,2021-11-17 14:45:25,,
84,gp:AOqpTOHcP9Y68UqEJijWTmHVdHAtB6AXJQ4Ni71XOM5Pl8UVvPaQiv2TA6QuU8VC80CVmb01HSElj8WLXoPWEA,John Naveen,https://play-lh.googleusercontent.com/a-/AOh14Gixvm9OT9da6C-MSJdot_W7_UzYVLpd719wEwjZFA,"The most dumbest app Doesn't matter you update this app every week, you will not receive feeds from those you follow properly. N now no share to stories or reshares. Can insta allow other user reels to be shared as stories????🤔 One more flaw with insta sometimes some account gets unfollow n blocked why??",1,5,214.1.0.29.120,2021-11-25 10:55:35,,
85,gp:AOqpTOF5hb0FoCvJ3SJ4K5ED8PaS5gpyWWRhnTTAaPuiE4HYpJKtyz1leeJzFYLHYFWk-VrRpOHVy_4y1H5EZQ,Millique,https://play-lh.googleusercontent.com/a-/AOh14GjK396JbzHYt2Uoj8BJ5p18TKuBUGIDWyknf_XLQg,Everything is great but it sometimes says error when i try to login and if i do it again a few times with the same username and password it works pls fix that and also my net is great cause it works with other apps,4,0,214.1.0.29.120,2021-12-01 18:55:39,,
86,gp:AOqpTOFwz5pkrVGQlnmiV0KBDTf_GdSImiMpYNMLmxE89bqUOQ_1Tj-IBWBHYFWY6k8jT88BtqwqkZWb1t3pcg,Purvi Gupta,https://play-lh.googleusercontent.com/a/AATXAJyYvuu16PPcWCNY7EVlBkZuKqpSVJE1dKX_m0kC_wU=mo,What's wrong with the camera settings and it's switching? The new UI is utterly useless. The camera would either load with effects and filters and show a black screen else it would show the image/background with no filter.,1,45,214.1.0.29.120,2021-11-23 14:01:31,,
87,gp:AOqpTOHd0wGWFvb-4LurKpQdCouLudsMRsP-_9CVcK0s_ZHmudSbaOMERwIrhTozcM_ws4zz2S6Tvo_eRzyzSw,Bharat Pandiyan,https://play-lh.googleusercontent.com/a/AATXAJww9j3TSRJn2J7P1BECysemYh9VzYP2lXXKdSTF=mo,"Message is not sent till i restart the app for most of times(internet speed= 300Mbps),stuck on ""sending"" forever if i don't restart and receiving delayed notifications.Spend some time on fixing existing things than trying to develop some new buggy stuffs.",1,54,214.0.0.27.120,2021-11-17 08:29:08,,
88,gp:AOqpTOFwwaKMD7lRCT8o1QGdxXCVzhNP6ar-268x6HltFa8rXFgLqchLWkJz1ckQpIS0rG4pELbmIkIu1NNSLw,Kamran Qaisar,https://play-lh.googleusercontent.com/a-/AOh14Gj3sgMcyVM_nijYsnczH6uHMlKXYrPo792WvGlwBg,"Hey team instgram, I'm facing problem with reels. I can't see the reels. I have my internet but there's showing that no internet connection. I can use every thing in the Instagram except reels. Please fix it as soon as possible.",5,41,214.0.0.27.120,2021-11-19 23:12:31,,
89,gp:AOqpTOGICzuNvV2UAnDjHqRXwCiRzm_C0Pit4s4ucVNlUhYMJsKdjnDE6I_3HOpvhb0S-6K2eE-YjressGSWcQ,Ethereal 00,https://play-lh.googleusercontent.com/a/AATXAJwK5PwVGIuWy2sB_wH5_GTGkQ-Pjq-3qnaKN9p1=mo,"Whenever, I log in my account , after few seconds the app automatically shuts down , and I'm returned to the home page. Please fix this issue",1,0,214.1.0.29.120,2021-12-03 16:04:01,,
90,gp:AOqpTOHIrQi42aMh5SGIOR-Nf241O7d65d3aCMGPHJaGON73tFNyASQ-yYFmaz4XjYox1QnDPEk1fpEd3dSVGg,Pavan Sai,https://play-lh.googleusercontent.com/a-/AOh14GhDyXvE0crzYuReA6YWiRZsQTi8zFyY2ITLMQwDCxE,Couldn't login to my account I tried to login to my account using web browser but it showed me to confirm in my Instagram app....but in Instagram app it's Showing as couldn't refresh my feed ....I am fed up with these bugs 😤....why can't you do anything properly .... Instagram is full of bugs,1,99,214.1.0.29.120,2021-11-20 11:07:49,,
91,gp:AOqpTOG3rVwXbqw36TmhlorOH6mNSQAEY3nC79-qqWZYVzvyjw_RCVNOJzphlo4ADvOn4jnAHf6Mba_kvqF1ww,mera punjab mera punjab,https://play-lh.googleusercontent.com/a-/AOh14GjxZ_F1CMsse4tdAQqz63uaBap5Al5Ko4YPKnC4,"Hello... To the instagram team first of all thankyou for making this app ... I loved it i always love to use it... Its very interesting and no lags no errors nothing and it recommands what the person wants to see as i m bts army so i always get a lot of related bts .... And its very easy to use .... Yes,, there is an issue that if i m using instagram and without closing it started using other app it just goes to light theme as i had set it as dark theme but not a problem.... Its absolutely fine",5,97,214.1.0.29.120,2021-11-29 11:09:45,,
92,gp:AOqpTOEan2f1EJwFGKurj164wI9TcRoq-8VUGpdIX49gO5n4R7P94vE5l-K2GTCfuSM5Z0TCKdwZTUCcM-hAQQ,VINU VINUSHA,https://play-lh.googleusercontent.com/a/AATXAJyiStOWG2NMtoHDkVjL51EZ0fb-Wl8ZsbQYMOxoxg=mo,"My friends Stories is not appearing and showing wrong Active Status....My Instagram Account is full of Glitches . Waste Instagram, So I stopped using it. I have mailed many times but no response from Instagram. I will start using my account when instagram solve my issue and remove all the bugs and glitches",1,129,214.0.0.27.120,2021-11-17 11:59:33,,
93,gp:AOqpTOEd5T-aSq9815WFw2OOY4z3_0dE1gA2XqhqpnwDVqTkNDsHF7gORq8KsLorwl11WP7W57Mrq8nxyghojQ,Riteesh Aryaman Harichandan,https://play-lh.googleusercontent.com/a-/AOh14Gj2fy-6Zcm-7wLKDtqKM7D-gb4eidhMpYN1ejO4dg,"Firstly the reels used to perform well but with the new algorithm, it is not working well. Hope the team could look up into this matter.",1,0,214.1.0.29.120,2021-12-05 18:51:10,,
94,gp:AOqpTOEDn3mVYBqRPFGz1qtg8syfcewqWScIyM9QoCfL-G3QIv_GZV5Zekxyv_F_WjOVwT3PJJwaGwW83ysYrw,Rubi Begum,https://play-lh.googleusercontent.com/a/AATXAJxA6T4IJdUZEny6PgFbqCDal4_ltJnyL60iBTMO=mo,Well i like insta but what's with all the bugs and glitches lately? It's so hard to share things if I share it from someone's story it won't go I have to save every thing I want to share etc It's just so annoying plz fix it I reported the problem but no changes are there?!!,3,2,214.1.0.29.120,2021-12-03 15:03:46,,
95,gp:AOqpTOE4ZJXrEfKHvaHs3snZXCoNGOBsueua8YDYQjX6nUCCEYRSCCmWBQuZRiT8Wf65Cbw2qOGyWNnmfy0vsA,Angel Gupta,https://play-lh.googleusercontent.com/a-/AOh14Gi3kCVQvaPp6_D6ebkUlQcEn8bcTEGJlCuo9sgd,Too many glitches happening and working with so lacks...worst management team of instagram. Hope so instagram team solve this problem soon as we are getting so difficulty and follwers also decreasing Instagram getting stopped in between and many more problems. Please solve these problems soon and make instagram best as before🙏,2,11,213.0.0.29.120,2021-11-12 18:31:22,,
96,gp:AOqpTOH3uSDSE-fGHn8VkUTaV8lvSo-QrFgD69C3faKLPzYkY3D8_ujhTUWOsJPHB6iuNzD1J10stFKUjlXREA,Riddhi poetry,https://play-lh.googleusercontent.com/a/AATXAJwN_rD-TwQfBUykY7XfOU4GWAEftiB4pv0D2O49=mo,"Its showing ""Error Please trying again later after se minutes""everytime i m trying to log in. This is not good i have wifi and its on so its not a networl error. The app is just not working. I haven't been able to log into my account since 2 days Please help me. The quality is literally degrading.",1,25,214.0.0.27.120,2021-11-18 19:12:15,,
97,gp:AOqpTOFzudzODskHxTbsiBmt-7jwyJp2em0RRWp46nPE6xd6oYerLBuJKeuEFEm3D-pR5o0jDvbc6G24ywiXtQ,MOHAN DADI,https://play-lh.googleusercontent.com/a-/AOh14GiWmlKGCEFfZ9JhT3dhH3iWzP3qsf2yNV04PW42gg,"I am not able to upload a video in my story only single part is uploaded and remaining parst are cannot be updated and getting TRY AGAIN but after clicking on try again also the video is not uploaded. I have searched in Google, YOUTUBE. But I can't find any answer So please rectify my problem",1,8,213.0.0.29.120,2021-11-16 11:33:00,,
98,gp:AOqpTOERjtQBdIFEYPX0CzyomxKwKC2JOXQud0jcr8tA3hdt2Pn_f95P5OIL-I9pQRwx3ZXYVeRR-Z_3dEv2aQ,Gaurav Joshi,https://play-lh.googleusercontent.com/a-/AOh14GgLHB8eLjhVnCmXKLlItCboSWcc1wepQbQ9duvxPTI,From the past few days it is showing couldn't refresh the feed. And I have installed and reinstalled it many times but same thing happening over and over again. Fix this issue.,1,51,214.1.0.29.120,2021-11-24 16:07:29,,
