,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
27,gp:AOqpTOHVHIqKXocd5samhpdQMzcPVEzSbhLTJgOFwXPi2afvCipHEgWeuvHo3S6kaXYVlm_tm0nLYSbOK7yhLg,Starry.Lxlyyy,https://play-lh.googleusercontent.com/a-/AOh14Ghw2fF8ULff4tf0IO1hWB69umGXoIbABi_AqAmJAg,"Would've rated this more stars, but no. I ABSOLUTELY HATE the feature where you can see other peoples likes on your timeline, it's unnecessary. Twitter also personally modifies my interests so I have to turn every single one I'm not interested in and I hate it. The updates are making the app it worse. Please fix this.",1,114,9.19.0-release.00,2021-11-17 19:59:25,,
28,gp:AOqpTOHGBuDd79Bxhafiulu7DmDBGOkej72yCpoLXNysl9XZHav2YXMH8Ik378PcdVBdlaLwT_RuhuZSejAz4Q,K Khine Kyaw,https://play-lh.googleusercontent.com/a-/AOh14GgMJoSs_US0MEvcyk0HW-wcTRiJF8CvS-hTvOAURQ,"My tweet acc haven't seen update tweets since yesterday night. It is showing 'can't retrieve tweet in this time.' Thus, I uninstall my acc then I install Twitter. But I can't log in and create acc, it is loading. Please help me.",4,4,9.21.0-release.0,2021-12-05 15:15:05,,
29,gp:AOqpTOFU2__QYndqhgAaUVMufWupi84A3AjGqw7uiffe5o1DMBXC1689y9-p0qbUCYzK3me4bXP41Y4w3fefrQ,Rahmawati Putri,https://play-lh.googleusercontent.com/a/AATXAJzAKpGjqjGDty3AzZY2cFAVTqhfQZ0vD2VAGgxq=mo,"I can't turn off the personalisation (trends for you you). When i tried to turn it off, the button keeps getting back to turn on. Already tried to uninstall then install the app again, but the problem still the same. Please help...",3,15,9.20.0-release.00,2021-12-01 06:05:50,,
30,gp:AOqpTOFjt64RpnRtD1AY3J5SI4XTU8TzX0n5n8PgCeUi8kKno1vOrgJnWYlZW2BgXUOT4yRTL9QdY4y78d-wbg,Gage Bullock,https://play-lh.googleusercontent.com/a/AATXAJwG7zVFHCr4wep5kXo_MUzEAHGXP1QvFjZXFgx-=mo,"I keep getting the same notifications over and over after I've either opened the tweet or dismissed it. To top it off, I don't mind if there are ads in my feed, I get it Twitter is free gotta pay the bills but this rating will stay 1 star till they get rid of the ads in the comments.",1,173,9.20.0-release.00,2021-11-19 05:34:08,,
31,gp:AOqpTOGGZmgOdmFPmfUENwHFHc-YfpCjIxNQlJSbQJFw_4PcUqNEn-JCSOpXbvPiN6Vim0WO-UW2UObwcZBM5g,Alfia R,https://play-lh.googleusercontent.com/a-/AOh14Gg5DWCjyPE4dAY5dGj8bhjubeiwCWvEK5g-dqv0oQ,The new UI is so ugly. It's so hard to differentiate between other tweets on timeline and the thumbnail picture is too big and looks ugly as well. Please change it back to the previous one.,1,10,9.20.0-release.00,2021-11-30 21:16:50,,
32,gp:AOqpTOEdgMY6Qk4RKfXiC1WoQqFr81tfBE2dhLfCW0Qu4P6yFNtEO9YEWfGx-zV8TcHMU_yKMuEVdI1qhnt40w,Tho Da Reaksa,https://play-lh.googleusercontent.com/a-/AOh14GhUwwKQqGMEBepnG7QL73oKHTLN1261cZbC77tkvQ,Twitter notification keep disappearing after another notification come... What just happened? It used to work fine few days ago. It's so frustrating,1,7,9.21.0-release.0,2021-12-05 07:54:12,,
33,gp:AOqpTOHzkwBrTbkXKOS6k8qKuaz6sdXUHXSZ1WoM3IkMEFQB-LKZqHOBdlx_CuZbdaWSGnA6KyQ7qZvfiWwuxg,Calvin Barnes,https://play-lh.googleusercontent.com/a/AATXAJxxZ3RdyHI9f-A4qL5vxqFGgVD5_U5mAMJabiQf=mo,"As you scroll up from where you left off in an earlier session, you will reach a point where Twitter collapses older tweets. When you expand those tweets it is preferable they expand such that you keep scrolling up instead of jumping to some arbitrary point in the future and then having to scroll back down.",4,52,9.20.0-release.00,2021-11-27 19:20:59,,
34,gp:AOqpTOF3G_0lANbD_1lEDJec-DibmrIku8qrImWOk0NK7g-MlwRhSo_vQlhqfG7MqvVJLai3VE9KtNj02AwS5A,ocha,https://play-lh.googleusercontent.com/a-/AOh14Gj5_Yfmck4Lwl3F--u5grBkv1tZ-kvEJKlgl5k-CKE,"I would give 0 stars if i could. Everything about suspending accounts, false copyright assumptions, many of accounts have to change or DELETE their profile pictures and layouts because they can lose their accounts if they do not do it. I am very disappointed in Twitter support as well. Thinking about not using it ever again.",1,62,9.20.0-release.00,2021-11-18 13:29:29,,
35,gp:AOqpTOHRcEzeWkWoQtQq8-_DF-K0SC7tH2Q-gbJVvISH_lsN3MgxUGV7Iur9l-iM-pldk4OZ4mDs4aazunk8kA,Angelo Keane Cabigon,https://play-lh.googleusercontent.com/a-/AOh14GjYIhaC3x2zmEqAjWyyfmlQf3MQWQdj4T2CWaTRnR4,I can't seem to understand why pictures and videos DON'T LOAD AT ALL! My parents invested in a best-in-class internet so that's not the reason. So I've updated it and after the update the UI's SO UGLY and my problem still remains. I don't understand what's happening in Twitter rn.,1,110,9.20.0-release.00,2021-11-19 12:52:37,,
36,gp:AOqpTOFoefEVLNBPscNtew5qJNdpbTgSRcLdbrIfx05iqYC2qNmUsTQ107vMLzF76QQVLd5cyNG-6ZRIRB9FSA,rai,https://play-lh.googleusercontent.com/a-/AOh14Gh-eL-AO3LZltCDtJONxtbXeif3BugmU9LX9fmW_Q,"it's not showing my photos. I'm trying to tweet a photo but i can't see it, i even restarted my phone to see if it'll work, but it doesn't. it's still not there. but after all, twitter is a nice app. that's all i can say. stan twice for a better life",2,63,9.20.0-release.00,2021-11-22 20:01:07,,
37,gp:AOqpTOEWCGsGvcehCGWM7HlUixb_x3cfShnMohr3lcW3LkClS1CKHJS_RqAaUcKuznbKphVuXX3X4qig3wTMWA,Toniloba Alashe,https://play-lh.googleusercontent.com/a/AATXAJytt1inLGomzoiEuboakIbi6k_kj0NAyE6hzUqa=mo,"Please I don't know why no picture or video is showing on my Twitter(just a blank space... it's not even trying to load)... Including my very own profile picture... Just because of this reason, the app has been really difficult for me to use... Please I need to know the reason why and how to solve the problem asap",3,62,9.20.0-release.00,2021-12-02 13:51:47,,
38,gp:AOqpTOHvMdMTUSojQffk6kIG_DvQgjw4-Fy-7Hay_Q6RpCj0GtGpSmPJnVM2O1fi8tmLy4QmK2OK-rU9S6p-0g,"19. Castro Ramos, Oscar Mauricio",https://play-lh.googleusercontent.com/a-/AOh14GgRE6kUPB0j6A-gUNHnjjszjNe2HEw9BwOAeluoQA,"It is really good, but I've been having some troubles recently, which doesn't let me see the whole timeline until the last post I saw, just like some days ago, I don't know if I can explain what I mean, but I think the timeline is very short and I don't know if it's a bug or what, hopefully it is so it cam get solved. :).",4,45,9.20.0-release.00,2021-11-22 09:46:33,,
39,gp:AOqpTOETSQZqXyyMDu-iEHXLCw4x1GL30pRhSjEzydvsgbM9V-D34nIr_aQieuxjcSXjR8rUBUxkLo-mbLRf8A,Sherrah Faith,https://play-lh.googleusercontent.com/a-/AOh14GhwIFw4d_9TiHUCeAxL0QJI6-tin0XmqDMvGiuX,"I've read the reviews, and when i update it i open this app, and i joined in someones space. I can't hear the host even my signal is good, and its also says the host is having a connection issues. Even tho the others can hear it. Please fix it.",1,88,9.20.0-release.00,2021-11-19 12:50:42,,
40,gp:AOqpTOE1j22ipUI1EPJDqs1FqOJe3cZ_QFp2rlNfM2aSttEcz7LqfNz3pp8gOaD_YlCVOF74Sa0MOk5IzeIhGw,Wiktoria Ziąbka,https://play-lh.googleusercontent.com/a-/AOh14Gj_MJgFQ2yny-CUh5ko6GIHY57g1pji2T8L7jQ3,"Nice app, it would've been better if we could at least see the private quote retweets (as a reply or tweet author) because it's frustrating when someone is talking about you and you can't even see what they've said.",4,32,9.20.0-release.00,2021-11-23 11:10:41,,
41,gp:AOqpTOHtptvEe4j2XnsmN81bJAMUTIk9GfH1U_zSxszmQo5XnRFfeVr5hGhLP14BNoJw8fGr98JFWUYUctYWhA,Angel Brimhall,https://play-lh.googleusercontent.com/a/AATXAJz6a4ye3qiKNUqwuZZcrKh1QC9lmJ8kO-byuS-I=mo,I'm getting so annoyed. I can't post any of my videos from my camera roll without there being green glitchy lines on the videos. I've tried to delete and redownload but it does not work. This is getting annoying and stupid. Please help me fix this problem!,1,44,9.20.0-release.00,2021-11-26 12:22:44,,
42,gp:AOqpTOFRy2BzgNKuDkJZjhfabQ8RwmqIvb5crcaV-pHS5Bw7JT5jZ3auR-cPc3Fjnf_TotVzY_mZtP1tCUTzng,Debbie Starker,https://play-lh.googleusercontent.com/a-/AOh14GidNV-uZU06m-Z5NriwuwdllTIUPviXKnohKYpV,"Twitter is a great place to share ideas and to hear both agreeing and opposing viewpoints. It is a seemingly endless source of information and entertainment. There are some negative aspects but one learns to ignore the haters. Twitter needs edit and spellcheck/usage features and it can be infuriating when you're reading something and it scrolls away on its own. There are a LOT of ads but if it keeps Twitter free, I'll deal with them. The positives definitely outweigh the negatives. Great app!",4,44,9.20.0-release.00,2021-11-28 18:43:40,,
43,gp:AOqpTOHwIkaLxRC8FGA9OpUQlm54F6fiOKasGtC8XtHTLEzFshL3e82m-vSu858zWybqlRTbgobwSxMa-d3zYg,Wahidah Supar,https://play-lh.googleusercontent.com/a-/AOh14GhgmC5eVdfgzO95xIZK0dhtPprQIZRyWC6NQ5oL2w,"This new updated TWITTER IS ALWAYS LAGGING THOUGH. Whenever I'm scrolling or reading on someone's tweets, it's suddenly refresh to the newest tweets and kept lagging again. Then, the scrolling are not smooth too. Please fix the bugs and give us the best performances ASAP..",1,35,9.20.0-release.00,2021-11-28 22:50:57,,
44,gp:AOqpTOG96fZLBGwaoZE12NLtFncd6YbCEYDxmMbEfRjHDiCgtgD0iQf45upl6JiDJnvRwNMbO6mffkeJ81ZkEA,PAMELA A CANNON,https://play-lh.googleusercontent.com/a/AATXAJyzqnivhaowHMM_UpQPHJV1tepKUX4zaax1bvxT=mo,Love it but can't scroll down my Tweets timeline anymore on my android phone since the update. Please fix. Sometimes I like to re-read a post and now I can't. Very frustrating.,3,17,9.21.0-release.0,2021-12-03 09:31:52,,
45,gp:AOqpTOEGpOLFFVvMrz438DyAGp0LC-I4uS5a71xtmZb0Ji_UeBfY2E-0_IwjLB8rslToqEEj_WzMxMlhPhbpxg,Anne Margareth Baltazar,https://play-lh.googleusercontent.com/a-/AOh14GgwX_4vohFdpzCPLNscnwPTEFW_1P8TTB5szlKb,"I actually love this app, but recently, whenever I upload a photo on twitter, its always blurry. I tried to uninstall it and install it again but nothinh changed. I hope it will be fixed soon.",2,145,9.20.0-release.00,2021-12-05 21:32:37,,
46,gp:AOqpTOEHNEozV_si5a-NCD-E4VzlKmeMPHFlc6PxkdzJlv1RCVG2Wvj4-p0oUNTz2ewEyUPG3kocXbAOJonB7w,e.,https://play-lh.googleusercontent.com/a-/AOh14Ggxy3Lb4wQV_jg1Sh1GwxboTvkYSTu-fpXCvIi2miQ,"please bring the old font back. the new font not only is ugly, but it also produced headaches. at least make it available so users can choose which font they want to use. every update is literally worse than the previous one.",1,32,9.20.0-release.00,2021-11-27 05:24:08,,
47,gp:AOqpTOHrk6vzto3ku6Ed_98f8bnDu1yDW-PfUgRW_B6hgQo9qN0T5gp_kV3H-eWB9li2D6BWzKT4f9Xdq3c0wQ,russian bot,https://play-lh.googleusercontent.com/a-/AOh14Gh_RHeV7nnnuyDakGs7_LXqJOLbmQX-POJxoTQwpA,"Interface is terrible, if you click on a text tweet it doesn't expand the thread, tweets keep disapearing from my timeline WHILE I'm reading them and every once in a while the scrolling just resets back to the top while I'm looking at a tweet. The platform is bad enough but this app is infuriating",2,52,9.20.0-release.00,2021-11-27 16:51:29,,
48,gp:AOqpTOH1CpplbIO5Z0wxLzW1hpfIshnQpnCYwwKk70JStB6iffKfMhFcffKH9sRt7t2qA2nGijsa0vqDy9xkQQ,mullethosh,https://play-lh.googleusercontent.com/a-/AOh14GhmRqJXjWp5AK-GhPji1jQcmxzQrpSuTdgTRVr0ag,i had to change my password because of a possible hacker and ive been unable to login on the app ever since. i was able to log in on my phone browser but it's kinda aggravating that the app is refusing to let me log in.,2,9,9.21.0-release.0,2021-12-05 03:43:30,,
49,gp:AOqpTOEnrGAPvYRAVs38yje8_V83cI1ynl_f0WVYA9KJbtcBMs5Lsb5uSOhxecbCdSYo7CqgOt2jcNetKoKe5w,John Morris,https://play-lh.googleusercontent.com/a-/AOh14GjGCL4PZYw8Ud8TqN-tKtVNxGQTXzfjRRdoq9OWlQ,"Crashed - that was a year ago - now crashing (or holding blue screen) Halloween 2021 - update Nov 2021 - OK not crashing but now frequentish ""failed to send"" notices - later in Nov - app won't start - and no update indicated. Trying reinstall. You get what you pay for.",3,61,9.20.0-release.00,2021-11-19 04:44:04,,
